"MLS No","Status","Address","Unit","DOM","City","LP","SP","BT","SqFt","BR","Bth","PB","Gar","GarSp","YrBlt","HOA Fee","Freq","Closing Date","Age","Area","Zip"
"SF501994","SLD","21 Bennington Street",,"3","SANFRCISCO","$1,195,000","$1,423,000","DE","1000","2","1","0",,,"1904",,,"8/21/2020",,"SF District 9","94110"
"SF485190","SLD","99 Christopher Drive",,"5","SANFRCISCO","$1,195,000","$1,300,000","DE","1282","3","2","0",,,"1961",,,"7/3/2019",,"SF District 4","94131"
"SF511006","SLD","280 Spear Street","19F","45","SANFRCISCO","$1,195,000","$1,221,184","CO","814","1","1","0",,"0","2020","1,116","M","3/31/2021","1","SF District 9","94105"
"SF489234","SLD","2040 Fell Street","5","13","SANFRCISCO","$1,195,000","$1,300,000","CO","1391","2","1","0",,,"1925","548","M","10/11/2019",,"SF District 6","94117"
"SF480538","SLD","65 Norfolk Street","5","48","SANFRCISCO","$1,195,000","$1,150,000","CO","1557","1","2","0",,,"1993","734","M","3/27/2019",,"SF District 9","94103"
"ML81816315","SLD","8 Buchanan Street","612","70","SANFRCISCO","$1,195,000","$1,130,000","CO","1107","2","1",,"Y","1","2014","670","M","1/15/2021","6","Hayes Valley","94102"
"SF494747","SLD","1501 Greenwich Street","202","16","SANFRCISCO","$1,195,000","$1,200,000","CO","932","2","2","0",,,"2008","669",,"4/17/2020",,"SF District 7","94123"
"ML81825611","SLD","5 Torrens Court",,"0","SANFRCISCO","$1,195,000","$1,185,000","DE","1305","3","1",,,"0","1900",,,"1/25/2021","121","SF Nob Hill","94109"
"SF482633","SLD","1935 Jones Street",,"19","SANFRCISCO","$1,195,000","$1,400,000","DE","1325","2","1","0",,,"1924","715",,"5/1/2019",,"SF District 8","94133"
"SF421548113","SLD","7 Elsie Street",,"19","SANFRCISCO","$1,195,000","$1,400,000","DE","1255","3","1","0",,"0","1950",,,"7/26/2021","71","SF District 9","94110"
"40884251","SLD","279 Byxbee St",,"42","SANFRCISCO","$1,195,000","$1,050,000","DE","1425","3","1","1","Y","1","1946",,,"12/23/2019","73","San Francisco County","94132"
"SF480929","SLD","1117 Ocean Avenue","203","70","SANFRCISCO","$1,195,000","$1,195,000","CO","1200","3","2","0",,,"2005","642",,"4/26/2019",,"SF District 3","94112"
"SF478796","SLD","1579 18th Avenue",,"57","SANFRCISCO","$1,195,000","$1,500,000","DE","1666","2","1","0",,,"1929",,,"1/10/2019",,"SF District 2","94122"
"SF484468","SLD","25 Sierra Street","E204","31","SANFRCISCO","$1,195,000","$1,300,000","CO","986","2","2","0",,,"2006","650","M","6/6/2019",,"SF District 9","94107"
"SF499817","SLD","1000 Pennsylvania Avenue","12","70","SANFRCISCO","$1,195,000","$1,157,000","CO","1727","2","3","0",,,"2001","769","M","9/4/2020",,"SF District 9","94107"
"SF480079","SLD","306 Bartlett Street","B","30","SANFRCISCO","$1,195,000","$1,185,000","DE","1156","2","2","0",,,"1902","487","M","2/26/2019",,"SF District 9","94110"
"SF421581990","SLD","2170 Harrison Street","8","6","SANFRCISCO","$1,195,000","$1,425,000","CO","1485","2","1","1",,"0","1997","596","M","9/2/2021","24","SF District 9","94110"
"SF489116","SLD","300 Berry Street","811","40","SANFRCISCO","$1,195,000","$1,182,000","CO",,"2","1","0",,,"2009","582","M","11/4/2019",,"SF District 9","94158"
"SF503638","SLD","478 Bright Street",,"5","SANFRCISCO","$1,195,000","$1,420,000","DE","0","3","3","0",,"0","1957",,,"9/11/2020","64","SF District 3","94132"
"SF487396","SLD","230 Prospect Avenue",,"11","SANFRCISCO","$1,195,000","$1,650,000","CO","1435","2","2","0",,,"1927","270",,"8/30/2019",,"SF District 9","94110 5135"
"SF421570226","SLD","131 Collingwood Street",,"7","SANFRCISCO","$1,195,000","$1,500,000","CO","1093","3","1","1",,"0","1900","323","M","10/1/2021","121","SF District 5","94114 2411"
"SF421552183","SLD","2456 Great Highway None",,"12","SANFRCISCO","$1,195,000","$1,372,500","CO","1075","2","1","0",,"0","1946","300",,"7/7/2021","75","SF District 2","94116"
"SF477700","SLD","829 Folsom Street","918","141","SANFRCISCO","$1,195,000","$1,183,000","CO","931","2","2","0",,,"2010","770","M","4/1/2019",,"SF District 9","94107"
"ML81859346","SLD","2515 34th Avenue",,"4","SANFRCISCO","$1,195,000","$1,800,000","DE","2163","4","3",,"Y","1","1931",,,"10/7/2021","90","Parkside","94116"
"SF494560","SLD","611 Rhode Island Street",,"3","SANFRCISCO","$1,195,000","$1,300,000","DE",,"2","2","0",,,"1900",,,"3/20/2020",,"SF District 9","94107 2627"
"SF421560103","SLD","301 Rhode Island Street","B12","42","SANFRCISCO","$1,195,000","$1,137,000","CO","1350","1","2","0",,"0","1999","785","M","8/11/2021","22","SF District 9","94103"
"SF421535260","SLD","338 Main Street","32D","4","SANFRCISCO","$1,195,000","$1,260,000","CO","963","1","1","0",,"0","2016","1,175","M","4/23/2021","5","SF District 9","94105"
"SF497057","SLD","201 Sansome Street","702","64","SANFRCISCO","$1,195,000","$1,190,000","CO","985","2","2","0",,,"1909","712",,"7/10/2020",,"SF District 8","94104"
"SF505772","SLD","2146 21st Avenue",,"28","SANFRCISCO","$1,195,000","$1,575,000","DE","1375","2","1","0",,"0","1927",,,"10/30/2020","94","SF District 2","94116"
"SF421569128","SLD","1739 39th Avenue",,"7","SANFRCISCO","$1,195,000","$1,557,000","DU","950","2","1","0",,"0","1943",,,"8/5/2021","78","SF District 2","94122"
"SF421535594","SLD","1448 Filbert Street",,"11","SANFRCISCO","$1,195,000","$1,227,000","CO","1010","2","1","0",,"0","1907","340","M","5/21/2021","114","SF District 8","94109"
"SF508624","SLD","257 Clinton Park",,"68","SANFRCISCO","$1,195,000","$1,195,000","CO","1152","2","1","0",,"0",,"150",,"2/5/2021",,"SF District 5","94103"
"SF504293","SLD","10 Joy Street",,"39","SANFRCISCO","$1,195,000","$1,165,000","DE","1590","3","2","1",,"0","1999",,,"10/7/2020","22","SF District 9","94110"
"SF500868","SLD","4188 17th Street","4192","123","SANFRCISCO","$1,195,000","$1,100,000","DE","1230","3","2","0",,,"1904",,,"12/17/2020",,"SF District 5","94114"
"SF501988","SLD","15 Rico Way","1","62","SANFRCISCO","$1,195,000","$1,115,000","DE","1045","2","1","1",,,"1929","441","M","10/5/2020",,"SF District 7","94123"
"SF421537571","SLD","1725 Washington Street","3","7","SANFRCISCO","$1,195,000","$1,315,000","CO","0","2","2","0",,"0","2006","754","M","5/14/2021","15","SF District 8","94109"
"SF481164","SLD","785 Lakeview Avenue",,"13","SANFRCISCO","$1,195,000","$1,574,801","DE","1730","3","2","0",,"0","1957",,,"3/27/2019","64","SF District 3","94112 2203"
"SF505504","SLD","95 Hancock Street",,"102","SANFRCISCO","$1,195,000","$1,095,000","CO","1101","2","2","0",,"0","1905","300",,"2/9/2021","116","SF District 5","94114"
"SF493968","SLD","1333 Jones Street","502","63","SANFRCISCO","$1,195,000","$1,200,000","DE","1590","2","2","0",,,"1961","1,443",,"3/27/2020",,"SF District 8","94109"
"SF509819","SLD","36 De Montfort Avenue",,"13","SANFRCISCO","$1,195,000","$1,400,000","DE","1870","4","3","0",,,"1921",,,"12/21/2020",,"SF District 3","94112"
"SF488494","SLD","178 18th Avenue",,"33","SANFRCISCO","$1,195,000","$1,250,000","DE",,"2","1","1",,,"1908",,,"9/30/2019",,"SF District 1","94121"
"SF487942","SLD","1719 Baker Street",,"26","SANFRCISCO","$1,195,000","$1,270,000","CO","1030","2","2","0",,,"1890","190","M","9/17/2019",,"SF District 6","94115"
"SF421584007","SLD","1534 39th Avenue",,"8","SANFRCISCO","$1,195,000","$1,555,000","DU","1293","2","1","0",,"0","1939",,,"9/14/2021","82","SF District 2","94122"
"SF494523","SLD","1450 Greenwich Street","102","99","SANFRCISCO","$1,195,000","$1,120,000","CO","900","1","1","0",,,"1928","727","M","8/5/2020",,"SF District 8","94109"
"SF486109","SLD","49 Downey Street",,"14","SANFRCISCO","$1,195,000","$1,250,000","CO","985","2","1","0",,,"1906","300",,"10/7/2019",,"SF District 5","94117"
"SF491540","SLD","2083 29th Avenue",,"19","SANFRCISCO","$1,195,000","$1,575,000","DU","1315","3","2","0",,,"1939",,,"11/12/2019",,"SF District 2","94116"
"SF484825","SLD","885 Masonic Avenue","1","23","SANFRCISCO","$1,195,000","$1,505,000","CO","1215","2","2","0",,,"1989","390",,"6/14/2019",,"SF District 6","94117 2028"
"SF483479","SLD","1900 22nd Avenue",,"32","SANFRCISCO","$1,195,000","$1,220,000","DE","1350","2","2","0",,,"1940",,"M","6/5/2019",,"SF District 2","94116 1209"
"SF483759","SLD","2200 Pacific Avenue","6B","6","SANFRCISCO","$1,195,000","$1,375,000","CO","1172","1","1","1",,,"1962","1,256","M","5/7/2019",,"SF District 7","94115"
"SF480893","SLD","239 Noriega Street",,"13","SANFRCISCO","$1,195,000","$1,405,000","DE","1614","2","2","0",,,"1910",,,"2/21/2019",,"SF District 2","94122"
"SF490275","SLD","2200 Pacific Avenue","9E","7","SANFRCISCO","$1,195,000","$1,340,000","CO","1323","1","1","1",,,"1962","1,301","M","10/17/2019",,"SF District 7","94115"
"SF481373","SLD","1021 Lake Street",,"26","SANFRCISCO","$1,195,000","$1,200,000","DE","1372","3","2","0",,,"1912","316","M","4/4/2019",,"SF District 1","94118"
"SF504507","SLD","3566 18th Street",,"90","SANFRCISCO","$1,195,000","$1,100,000","CO","1175","2","1","0",,,"1917","387","M","12/22/2020",,"SF District 5","94110"
"SF421558804","SLD","701 Minna Street","22","49","SANFRCISCO","$1,195,000","$1,195,000","CO","1735","2","2","1",,"0","1999","788","M","7/27/2021","22","SF District 9","94103"
"SF501751","SLD","1101 Green Street","902","45","SANFRCISCO","$1,195,000","$1,175,000","CO",,"1","1","0",,,"1930","1,501",,"9/21/2020",,"SF District 8","94109"
"SF467615","SLD","2400 Webster Street","1","9","SANFRCISCO","$1,195,000","$1,375,000","CO","1089","2","1","1",,,"1906","400","M","10/21/2019",,"SF District 7","94115"
"SF480081","SLD","351 Buena Vista Avenue","702E","13","SANFRCISCO","$1,195,000","$1,125,000","CO","696","1","1","0",,,"1987","729","M","2/14/2019",,"SF District 5","94117"
"SF492694","SLD","44 Service",,"16","SANFRCISCO","$1,195,000","$1,220,000","CO","0","2","2","0",,"0","1901","200",,"1/31/2020","120","SF District 7","94123"
"SF486987","SLD","638 26th Avenue",,"0","SANFRCISCO","$1,195,000","$1,450,000","DE","1200","2","1","0",,,"1923",,,"7/8/2019",,"SF District 1","94121"
"SF507637","SLD","1628 Hayes Street",,"42","SANFRCISCO","$1,195,000","$1,200,000","DE","1490","3","1","1",,,"1895","200","M","12/4/2020",,"SF District 6","94117"
"SF421521775","SLD","286 24th Avenue",,"4","SANFRCISCO","$1,195,000","$1,425,000","CO","1200","2","1","0",,"0","1924","260","M","3/25/2021","97","SF District 1","94121"
"SF478717","SLD","538 23rd Avenue",,"5","SANFRCISCO","$1,195,000","$1,460,000","DE","1195","2","1","0",,,"1922",,,"2/15/2019",,"SF District 1","94121 3006"
"SF421576859","SLD","4787 18th Street",,"10","SANFRCISCO","$1,195,000","$1,425,000","CO","1138","2","1","0",,"0","1948","230",,"9/20/2021","73","SF District 5","94114"
"SF421558103","SLD","1663 19th Avenue",,"25","SANFRCISCO","$1,195,000","$1,376,000","CO","1724","2","2","0",,"0","2001","285","M","8/19/2021","20","SF District 2","94122"
"SF482385","SLD","125 Brompton Avenue",,"13","SANFRCISCO","$1,195,000","$1,717,125","DE","1440","3","2","0",,,"1910",,,"4/12/2019",,"SF District 5","94131"
"SF512094","SLD","3280 22nd Street","C","12","SANFRCISCO","$1,195,000","$1,501,000","CO","1166","2","2","0",,"0","2007","367","M","3/10/2021","14","SF District 9","94110"
"SF512352","SLD","1258 42nd Avenue",,"0","SANFRCISCO","$1,195,000","$1,600,000","DU","1337","3","2","0",,"0","1921",,,"1/29/2021","100","SF District 2","94122 1209"
"SF482594","SLD","248 Cumberland Street",,"7","SANFRCISCO","$1,195,000","$1,740,000","CO",,"2","1","1",,,"1900","260","M","4/8/2019",,"SF District 5","94114"
"SF508768","SLD","793 14th Avenue",,"3","SANFRCISCO","$1,195,000","$1,195,000","CO","1023","2","1","0",,,"1921","350","M","12/8/2020",,"SF District 1","94118"
"SF482589","SLD","829 Folsom Street","518","13","SANFRCISCO","$1,195,000","$1,268,000","CO","941","2","2","0",,"0","2010","822","M","4/23/2019","11","SF District 9","94107"
"SF421564317","SLD","1362 La Playa Street",,"3","SANFRCISCO","$1,195,000","$1,800,000","DU","1168","3","2","0",,"0","1947",,,"7/20/2021","74","SF District 2","94122 1019"
"SF421518366","SLD","2718 38th Avenue",,"14","SANFRCISCO","$1,195,000","$1,755,000","DU","1912","5","2","1",,"0","1947",,,"3/31/2021","74","SF District 2","94116 2858"
"SF480066","SLD","136 Marietta Drive",,"8","SANFRCISCO","$1,195,000","$1,520,000","DE","1326","3","2","0",,,"1943",,,"2/28/2019",,"SF District 4","94127"
"SF421571006","SLD","737 Santiago Street",,"14","SANFRCISCO","$1,195,000","$1,625,000","DE","2143","4","3","0",,"0","1930",,,"8/31/2021","91","SF District 2","94116 1818"
"SF496420","SLD","371 Prague Street",,"27","SANFRCISCO","$1,195,000","$1,225,000","DE","1444","4","2","0",,,"1945",,,"5/29/2020",,"SF District 10","94112"
"SF421533738","SLD","2114 26th Avenue",,"4","SANFRCISCO","$1,195,000","$1,630,000","DU","1400","2","1","0",,"0","1937",,,"4/28/2021","84","SF District 2","94116 1727"
"SF421547161","SLD","63 Bronte Street",,"17","SANFRCISCO","$1,195,000","$1,450,000","DE","1025","2","1","0",,"0","1947",,,"6/8/2021","74","SF District 9","94110"
"SF421567056","SLD","1891 25th Avenue",,"14","SANFRCISCO","$1,195,000","$1,700,000","DU","1550","3","2","1",,"0","1939",,,"8/9/2021","82","SF District 2","94122 4313"
"SF421554083","SLD","2562 34th Avenue",,"7","SANFRCISCO","$1,195,000","$1,850,000","DU","0","4","2","0",,"0","1931",,,"7/1/2021","90","SF District 2","94116 2801"
"SF504625","SLD","1609 Golden Gate Avenue",,"20","SANFRCISCO","$1,195,000","$1,195,000","DE","1455","3","2","0",,,"1908",,,"9/30/2020",,"SF District 6","94115 4518"
"SF481936","SLD","832 Detroit Street",,"12","SANFRCISCO","$1,195,000","$1,500,000","DU","1100","2","1","0",,,"1941",,,"4/10/2019",,"SF District 5","94131"
"SF421522657","SLD","1563 31st Avenue",,"13","SANFRCISCO","$1,195,000","$1,705,000","DU","1826","4","2","0",,"0","1930",,,"4/7/2021","91","SF District 2","94122 3103"
"SF421524716","SLD","137 Ashton Avenue",,"6","SANFRCISCO","$1,195,000","$1,705,000","DE","1605","3","2","1",,"0",,,,"4/6/2021",,"SF District 3","94112 2207"
"SF490459","SLD","235 Laussat Street",,"31","SANFRCISCO","$1,195,000","$1,321,000","CO","1252","2","2","0",,"0","1890","350",,"11/14/2019","131","SF District 6","94117"
"SF481925","SLD","75 Gates Street",,"14","SANFRCISCO","$1,195,000","$1,600,000","DE",,"3","2","0",,,"1947",,,"4/8/2019",,"SF District 9","94110"
"SF493687","SLD","2954 23rd Street",,"13","SANFRCISCO","$1,195,000","$1,455,000","DE","2072","3","2","0",,,"1924",,,"4/3/2020",,"SF District 9","94110"
"SF489105","SLD","1501 Greenwich Street","201","14","SANFRCISCO","$1,195,000","$1,400,000","CO","1151","2","2","0",,,"2008","704","M","10/9/2019",,"SF District 7","94123"
"SF491311","SLD","148 Bocana Street",,"12","SANFRCISCO","$1,195,000","$1,511,000","DE","1025","2","1","1",,,"1904",,,"11/18/2019",,"SF District 9","94114"
"SF511850","SLD","1516 11th Avenue",,"14","SANFRCISCO","$1,195,000","$1,550,000","DU","1550","3","2","0",,"0","1925",,,"2/25/2021","96","SF District 2","94122"
"SF421592123","SLD","368 Vallejo Street",,"24","SANFRCISCO","$1,195,000","$1,215,000","DE","902","1","1","1",,"0","1906",,,"10/8/2021","115","SF District 8","94133"
"SF421540766","SLD","1631 47th Avenue",,"7","SANFRCISCO","$1,195,000","$1,850,000","DE","1650","4","3","0",,"0","1923",,,"5/25/2021","98","SF District 2","94122 2912"
"SF503469","SLD","145 Graystone Trail",,"35","SANFRCISCO","$1,195,000","$1,175,000","CO","1185","2","1","0",,,"1953","389","M","9/22/2020",,"SF District 5","94114"
"SF504761","SLD","1682 23rd Avenue",,"12","SANFRCISCO","$1,195,000","$1,680,000","DE","1985","3","2","0",,,"1929",,,"10/7/2020",,"SF District 2","94122 3310"
"SF421558942","SLD","155 Day Street",,"7","SANFRCISCO","$1,195,000","$1,660,000","CO","1050","2","1","0",,"0","1950",,,"6/21/2021","71","SF District 5","94131"
"SF490550","SLD","328 Harriet Street",,"28","SANFRCISCO","$1,195,000","$1,380,000","CO","1308","2","2","0",,,,"252","M","11/12/2019",,"SF District 9","94103"
"SF421578694","SLD","2083 21st Avenue",,"0","SANFRCISCO","$1,195,000","$1,738,800","DU","1350","3","2","0",,"0","1948",,,"8/3/2021","73","SF District 2","94116 1208"
"SF503774","SLD","1711 47th Avenue",,"34","SANFRCISCO","$1,195,000","$1,350,000","DE","1177","3","2","0",,,"1945",,,"9/29/2020",,"SF District 2","94122"
"SF421547541","SLD","1554 44th Avenue",,"8","SANFRCISCO","$1,195,000","$1,825,000","DU","1469","3","1","0",,"0","1936",,,"6/21/2021","85","SF District 2","94122 2931"
"SF507216","SLD","1770 26th Avenue",,"14","SANFRCISCO","$1,195,000","$1,500,000","DE","1525","3","1","1",,,"1932",,,"11/9/2020",,"SF District 2","94122"
"SF421526057","SLD","2338 46th Avenue",,"7","SANFRCISCO","$1,195,000","$1,577,000","DE","1175","2","1","0",,"0","1928",,,"4/16/2021","93","SF District 2","94116"
"SF508151","SLD","350 Day Street",,"8","SANFRCISCO","$1,195,000","$1,445,000","DE","918","2","1","0",,,"1900",,,"10/30/2020",,"SF District 5","94131"
"SF484979","SLD","794 48th Avenue",,"8","SANFRCISCO","$1,195,000","$1,310,000","DE","1180","3","2","0",,,"1946",,,"6/18/2019",,"SF District 1","94121"
"SF421530880","SLD","1 Stanford Heights Avenue",,"6","SANFRCISCO","$1,195,000","$1,600,000","DE","1411","3","2","0",,"0","1960",,,"5/6/2021","61","SF District 4","94127"
"SF421554455","SLD","821 Taraval Street","C","10","SANFRCISCO","$1,195,000","$1,288,000","CO","1535","3","3","0",,"0","2010","715","M","6/18/2021","11","SF District 2","94116"
"SF479895","SLD","1851 18th Avenue",,"0","SANFRCISCO","$1,195,000","$1,675,000","DE","1395","3","2","0",,,"1958",,,"2/7/2019",,"SF District 2","94122 4507"
"SF482250","SLD","1782 27th Avenue",,"15","SANFRCISCO","$1,195,000","$1,705,000","DE","2270","4","2","1",,,"1932",,,"5/3/2019",,"SF District 2","94122 4210"
"SF491985","SLD","285 Madison Street",,"48","SANFRCISCO","$1,195,000","$1,275,000","DU",,"4","2","0",,,"1917",,,"12/30/2019",,"SF District 10","94134"
"SF421517697","SLD","2001 McAllister Street","150","4","SANFRCISCO","$1,195,000","$1,220,000","CO","0","2","2","0",,"0","2002","829","M","3/24/2021","19","SF District 6","2001"
"SF485494","SLD","6 Portola Drive",,"15","SANFRCISCO","$1,195,000","$1,576,000","DE","1177","3","2","0",,,"1948",,,"7/5/2019",,"SF District 5","94131"
"SF509943","SLD","1983 22nd Avenue",,"7","SANFRCISCO","$1,195,000","$1,437,000","DE","1350","3","2","0",,,"1940",,,"12/22/2020",,"SF District 2","94116"
"SF493558","SLD","1755 Filbert Street","2","13","SANFRCISCO","$1,195,000","$1,350,000","CO","1001","1","1","0",,"0","1982","743","M","2/21/2020","39","SF District 7","94123"
"SF484682","SLD","1349 Minna Street",,"11","SANFRCISCO","$1,195,000","$1,375,000","CO","1140","3","1","0",,,"1907","448","M","6/18/2019",,"SF District 9","94103"
"SF479743","SLD","451 Kansas Street","512","7","SANFRCISCO","$1,195,000","$1,250,000","CO","1025","2","2","0",,,"2007","588","M","2/4/2019",,"SF District 9","94107"
"SF498097","SLD","1242 Francisco Street","1","6","SANFRCISCO","$1,195,000","$1,195,000","CO","931","2","2","0",,"0","1924","393","M","6/23/2020","97","SF District 7","94123"
"SF513959","SLD","900 Bush Street","PH4","12","SANFRCISCO","$1,195,000","$1,455,000","CO","1216","2","2","0",,"0","1982","1,243","M","4/6/2021","39","SF District 8","94109 8704"
"SF481055","SLD","452 Campbell Avenue",,"97","SANFRCISCO","$1,195,000","$1,150,000","DU","2100","3","2","1",,,"1978",,,"5/17/2019",,"SF District 10","94134"
"SF491435","SLD","65 Russell Street",,"35","SANFRCISCO","$1,195,000","$1,200,000","DU",,"1","1","0",,,"1908",,,"12/2/2019",,"SF District 8","94109"
"SF507711","SLD","1119 Hollister Avenue",,"108","SANFRCISCO","$1,195,000","$1,170,000","DE","1774","4","3","0",,"0","1900",,,"2/18/2021","121","SF District 10","94124"
"SF498246","SLD","1506 Newcomb Avenue",,"22","SANFRCISCO","$1,195,000","$1,150,000","DU","1333","3","2","0",,"0","1964",,,"6/19/2020","57","SF District 10","94124"
"SF421572720","SLD","1221 2nd Avenue",,"7","SANFRCISCO","$1,195,000","$1,450,000","CO","1323","2","1","0",,"0","1909",,,"8/12/2021","112","SF District 2","94122"
"SF494100","SLD","1035 Natoma Street",,"3","SANFRCISCO","$1,195,000","$1,300,000","DU","1340","3","1","0",,,"1906",,,"2/18/2020",,"SF District 9","94103"
"SF513644","SLD","1776 Sacramento Street","406","45","SANFRCISCO","$1,195,000","$1,195,000","CO","1231","2","2","0",,"0","1992","853",,"3/10/2021","29","SF District 8","94109"
"SF483952","SLD","204 Grattan Street",,"7","SANFRCISCO","$1,195,000","$1,525,000","CO","0","2","1","0",,"0","1922","300","M","6/10/2019","99","SF District 5","94117"
"SF486164","SLD","334 Harriet",,"10","SANFRCISCO","$1,195,000","$1,400,000","DE",,"2","2","0",,,,,,"8/2/2019",,"SF District 9","94103"
"SF502350","SLD","142 Elmira Street",,"80","SANFRCISCO","$1,195,000","$1,187,500","DE","1528","4","3","0",,"0","1908",,,"1/12/2021",,"SF District 10","94124"
"SF421526596","SLD","496 Monterey Boulevard",,"9","SANFRCISCO","$1,195,000","$1,615,000","DU","1240","2","2","0",,"0","1922",,,"4/23/2021","99","SF District 4","94127"
"SF487693","SLD","30 Abbey Street",,"25","SANFRCISCO","$1,195,000","$1,375,000","CO","1111","3","2","0",,,"1900","214","M","8/30/2019",,"SF District 5","94114"
"SF506677","SLD","2850 Fillmore Street","B","42","SANFRCISCO","$1,195,000","$1,050,000","CO",,"2","1","0",,,,"660","M","12/14/2020",,"SF District 7","94123"
"SF507236","SLD","2050 22nd Avenue",,"2","SANFRCISCO","$1,195,000","$1,474,000","DU","1416","3","2","0",,"0","1941",,,"10/30/2020","80","SF District 2","94116 1211"
"SF480545","SLD","784 14th Street",,"22","SANFRCISCO","$1,195,000","$1,600,000","CO",,"3","2","0",,,"1900","200",,"6/7/2019",,"SF District 5","94114 1114"
"SF510548","SLD","477 Roosevelt Way",,"85","SANFRCISCO","$1,195,000","$1,195,000","CO","1100","2","1","0",,"0","1932","342","M","3/9/2021","89","SF District 5","94114"
"SF509815","SLD","2058 32nd Avenue",,"11","SANFRCISCO","$1,195,000","$1,350,000","DE","1099","3","1","0",,,"1943",,,"12/18/2020",,"SF District 2","94116"
"SF508288","SLD","1928 23rd Avenue",,"12","SANFRCISCO","$1,195,000","$1,570,000","DE","1500","3","1","0",,,"1940",,,"12/10/2020",,"SF District 2","94116 1213"
"SF486746","SLD","222 Valencia Street","5","5","SANFRCISCO","$1,195,000","$1,425,000","TH","1316","2","2","0",,,"2003","427",,"7/11/2019",,"SF District 5","94103"
"SF502543","SLD","1501 Greenwich Street","207","6","SANFRCISCO","$1,195,000","$1,380,000","CO","1064","2","2","0",,,"2008","759","M","9/16/2020",,"SF District 7","94123"
"SF487135","SLD","208 28th Street","201","11","SANFRCISCO","$1,195,000","$1,455,000","CO","992","2","2","0",,,"2012","542","M","8/12/2019",,"SF District 5","94131"
"SF501259","SLD","2442 25th Avenue",,"10","SANFRCISCO","$1,195,000","$1,495,000","DE",,"2","2","0",,,"1927",,,"8/18/2020",,"SF District 2","94116 2340"
"SF421559562","SLD","5014 Anza Street",,"10","SANFRCISCO","$1,195,000","$1,480,000","DE","0","2","1","0",,"0","1925",,,"7/16/2021","96","SF District 1","94121"
"SF500055","SLD","2270 30th Avenue",,"5","SANFRCISCO","$1,195,000","$1,450,000","DE","1704","3","1","0",,"0","1931",,,"7/23/2020","90","SF District 2","94116 1713"
"SF481065","SLD","1200 Gough","16A","14","SANFRCISCO","$1,195,000","$1,168,168","CO","1500","2","2","0",,"0",,"1,094","M","3/29/2019",,"SF District 8","94109"
"SF421572263","SLD","128 Chicago Way",,"12","SANFRCISCO","$1,195,000","$1,200,888","DE","1350","4","2","0",,"0","1951",,,"9/21/2021","70","SF District 10","94112 4535"
"SF511592","SLD","1782 42nd Avenue",,"10","SANFRCISCO","$1,195,000","$1,360,000","DE","1092","2","1","0",,"0","1941",,,"3/8/2021","80","SF District 2","94122"
"SF512217","SLD","2319 47th Avenue",,"11","SANFRCISCO","$1,195,000","$1,800,000","DU","1400","2","1","0",,"0","1937",,,"3/26/2021","84","SF District 2","94116"
"SF493511","SLD","1880 Steiner Street","409","33","SANFRCISCO","$1,195,000","$1,261,000","CO","983","2","2","0",,"0","1999","629","M","2/20/2020","22","SF District 6","94115"
"SF498693","SLD","2200 Beach Street","203","1","SANFRCISCO","$1,195,000","$1,175,000","DE","0","1","1","0",,"0",,"495",,"5/28/2020",,"SF District 7","94123"
"SF491572","SLD","279 Byxbee Street",,"43","SANFRCISCO","$1,195,000","$1,050,000","DE","1425","3","1","1",,"0","1946",,,"12/23/2019","75","SF District 3","94132"
"SF493905","SLD","690 Athens Street",,"10","SANFRCISCO","$1,195,000","$1,325,000","DE","2227","3","2","0",,"0","1948",,,"3/24/2020","73","SF District 10","94112"
"SF421526910","SLD","2214 35th Avenue",,"5","SANFRCISCO","$1,195,000","$1,500,000","DU","1200","2","1","0",,"0","1938",,,"4/7/2021","83","SF District 2","94116"
"SF490359","SLD","1711 32nd Avenue",,"59","SANFRCISCO","$1,195,000","$1,300,000","DE","1650","3","2","0",,,"1941",,,"1/3/2020",,"SF District 2","94122 4101"
"SF485824","SLD","139 Charles Street",,"11","SANFRCISCO","$1,195,000","$1,900,000","DE","1090","2","2","0",,"0","1908",,,"7/5/2019","113","SF District 5","94131"
"SF513391","SLD","520 Chestnut Street","405","9","SANFRCISCO","$1,195,000","$1,195,000","CO","1014","2","2","0",,"0","2007","765",,"3/5/2021","14","SF District 8","94113"
"SF495207","SLD","1667 27th Avenue",,"0","SANFRCISCO","$1,195,000","$1,475,000","DE","1855","3","2","0",,,"1928",,,"2/20/2020",,"SF District 2","94122"
"SF507802","SLD","1846 31st Avenue",,"3","SANFRCISCO","$1,195,000","$1,200,000","DE","1368","3","3","0",,"0","1943",,,"10/21/2020","78","SF District 2","94122"
"ML81778874","SLD","1880 Steiner Street","409","9","SANFRCISCO","$1,195,000","$1,261,000","CO","983","2","2",,"Y","1","1999","629",,"2/20/2020","21","Lower Pacific Height","94115"
"40852852","SLD","1200 Gough St.","16 A","14","SANFRCISCO","$1,195,000","$1,168,168","CO","1500","2","2",,"Y","1","1966","1,094","M","3/29/2019","53","San Francisco County","94109"
"SF494873","SLD","2251 43rd Avenue",,"5","SANFRCISCO","$1,195,000","$1,650,000","DE","1630","3","2","1",,,"1941",,,"3/9/2020",,"SF District 2","94116 1530"
"SF488089","SLD","2318 34th Avenue",,"11","SANFRCISCO","$1,195,000","$1,650,000","DE","1477","3","2","0",,"0","1960",,,"10/8/2019","61","SF District 2","94116"
