,MLS No,Status,Address,Unit,DOM,City,LP,SP,BT,SqFt,BR,Bth,Gar,GarSp,YrBlt,HOA Fee,Freq,Closing Date,Age,Area,Zip
7576,ML81722744,SLD,1020 Bellante,2,97,SAN JOSE,"$889,000","$830,000",CO,1171,2,2,Y,2.0,2018.0,272,,2/22/2019,0.0,Berryessa,95131
7577,ML81847021,SLD,429 Lakehouse Avenue,,7,SAN JOSE,"$889,000","$1,050,000",DE,1294,3,1,Y,1.0,1900.0,,,7/9/2021,121.0,Central San Jose,95110
7578,ML81757243,SLD,362 Avenida Manzanos,,56,SAN JOSE,"$889,000","$894,000",DE,1340,4,2,Y,2.0,1971.0,,,9/12/2019,48.0,Blossom Valley,95123
7579,ML81789112,SLD,3912 Picardy Place Court,,13,SAN JOSE,"$889,000","$940,000",DE,1478,4,2,Y,2.0,1973.0,,,5/13/2020,47.0,Evergreen,95121
7580,ML81734867,SLD,2986 Stanhope Drive,,32,SAN JOSE,"$889,000","$885,000",DE,1676,5,3,,0.0,1979.0,,,3/25/2019,40.0,Evergreen,95121
7581,ML81803353,SLD,1043 Melbourne Boulevard,,33,SAN JOSE,"$889,000","$885,000",DE,2027,4,2,,0.0,1954.0,,,9/30/2020,66.0,South San Jose,95116
7582,ML81780586,SLD,307 Henderson Drive,,2,SAN JOSE,"$889,000","$930,000",DE,1143,3,2,Y,2.0,1968.0,,,2/25/2020,52.0,Blossom Valley,95123
7583,ML81776756,SLD,3645 Morrie Drive,,3,SAN JOSE,"$889,000","$885,000",DE,2169,3,2,Y,2.0,1974.0,,,1/8/2020,45.0,Alum Rock,95127
7584,ML81843437,SLD,2881 Meridian Avenue,348,5,SAN JOSE,"$889,000","$950,000",CO,1590,2,2,Y,2.0,2007.0,525,,6/16/2021,14.0,Willow Glen,95124
7585,ML81826773,SLD,1381 Millich Lane,,30,SAN JOSE,"$889,000","$940,000",TH,1056,2,2,Y,2.0,1972.0,287,M,3/18/2021,49.0,Campbell,95117
7586,ML81732127,SLD,1375 De Altura,,56,SAN JOSE,"$889,000","$868,000",TH,1127,2,2,Y,2.0,2006.0,225,,2/19/2019,12.0,Santa Clara,95126
7587,ML81741810,SLD,229 Rayos Del Sol Drive,,24,SAN JOSE,"$889,000","$865,000",DE,2196,4,2,Y,2.0,2006.0,110,,4/22/2019,13.0,Central San Jose,95116
7588,ML81766377,SLD,1356 Old Rose Place,,57,SAN JOSE,"$889,000","$865,000",DE,1041,3,2,Y,2.0,1976.0,,,11/26/2019,43.0,Berryessa,95132
7589,ML81739534,SLD,3349 Lindmuir Drive,,9,SAN JOSE,"$889,000","$911,000",DE,1799,4,3,Y,2.0,1979.0,,,4/4/2019,40.0,South San Jose,95121
7590,ML81757986,SLD,6101 Ute Drive,,19,SAN JOSE,"$889,000","$860,000",DE,1409,3,2,Y,2.0,1968.0,,,8/23/2019,51.0,Blossom Valley,95123
7591,ML81794394,SLD,305 Bluefield Drive,,6,SAN JOSE,"$889,000","$998,000",DE,1581,4,2,Y,2.0,1971.0,400,,7/6/2020,49.0,Blossom Valley,95136
7592,40933427,SLD,217 S Sunset Ave,,23,SAN JOSE,"$889,000","$870,000",DE,1301,5,2,Y,1.0,1948.0,,,2/25/2021,73.0,Santa Clara County,95116
7593,ML81812737,SLD,109 Springhaven Court,,5,SAN JOSE,"$889,000","$965,000",DE,1372,3,2,Y,2.0,1976.0,,,10/30/2020,44.0,South San Jose,95111
7594,ML81857107,SLD,1129 Cooper River Drive,,6,SAN JOSE,"$889,000","$938,000",TH,1150,2,2,Y,1.0,1977.0,412,M,9/3/2021,44.0,Central San Jose,95126
7595,ML81743559,SLD,51 Pala Avenue,,7,SAN JOSE,"$889,000","$950,000",DE,2314,7,4,,0.0,1945.0,,,4/23/2019,74.0,Alum Rock,95127
7596,ML81845028,SLD,1861 Sable Place,,6,SAN JOSE,"$889,000","$927,000",CO,1472,3,2,Y,2.0,2016.0,244,M,7/9/2021,5.0,Berryessa,95133
7597,ML81734185,SLD,607 Biggs Court,,11,SAN JOSE,"$889,000","$880,000",DE,1954,5,2,Y,2.0,1975.0,,,2/1/2019,44.0,Blossom Valley,95136
7598,ML81757178,SLD,430 Adeline Avenue,,10,SAN JOSE,"$889,000","$889,000",TH,1810,3,2,Y,2.0,2004.0,209,M,7/26/2019,15.0,South San Jose,95136
7599,ML81833276,SLD,1070 Polk Lane,,7,SAN JOSE,"$889,000","$1,020,000",TH,1278,3,2,Y,2.0,1972.0,320,M,4/15/2021,49.0,Campbell,95117
7600,40961994,SLD,909 Del Avion Ln,,12,SAN JOSE,"$889,000","$940,000",TH,1512,3,3,Y,2.0,1998.0,374,M,9/11/2021,23.0,Santa Clara County,95138
7601,BA21915683,SLD,430 Adeline Avenue,,28,SAN JOSE,"$889,000","$889,000",CO,1810,3,2,,2.0,2004.0,209,M,7/26/2019,17.0,Santa Clara,95136
7602,ML81804008,SLD,409 N 17th Street,,2,SAN JOSE,"$889,500","$1,030,000",DE,1374,2,1,Y,1.0,1918.0,,,9/29/2020,102.0,Central San Jose,95112
7603,SF490409,SLD,986 Malott Drive,,67,SAN JOSE,"$889,500","$875,000",DE,1757,4,2,,0.0,1967.0,,,12/17/2019,54.0,South San Jose,95121
7604,SF510658,SLD,1350 N Capitol Avenue,8,6,SAN JOSE,"$889,500","$905,000",CO,1464,2,2,,0.0,2013.0,210,M,12/22/2020,8.0,Berryessa,95132
7605,ML81822068,SLD,1350 N Capitol Avenue,8,12,SAN JOSE,"$889,500","$905,000",CO,1464,2,2,Y,2.0,2013.0,210,M,12/22/2020,7.0,Berryessa,95132
7606,ML81769780,SLD,986 Malott Drive,,47,SAN JOSE,"$889,500","$875,000",DE,1757,4,2,Y,2.0,1967.0,,,12/17/2019,52.0,South San Jose,95121
7607,ML81770344,SLD,569 Clifton Avenue,,60,SAN JOSE,"$889,800","$880,000",DE,1056,3,1,Y,2.0,1950.0,,,12/27/2019,69.0,Central San Jose,95128
7608,ML81835890,SLD,5951 Sunstone Drive,414,16,SAN JOSE,"$889,800","$921,500",CO,1709,3,2,,0.0,2019.0,647,M,5/21/2021,2.0,Santa Teresa,95123
7609,ML81752120,SLD,2570 Downing Avenue,,91,SAN JOSE,"$889,888","$915,000",TH,1693,3,2,Y,2.0,1979.0,250,,9/6/2019,40.0,Campbell,95128
7610,ML81827889,SLD,1560 Sanborn Avenue,,7,SAN JOSE,"$889,900","$980,000",DE,1578,4,2,Y,2.0,1980.0,,,3/11/2021,41.0,Central San Jose,95110
7611,ML81844126,SLD,3169 Payne Avenue,52,10,SAN JOSE,"$889,900","$889,900",TH,1300,2,2,Y,2.0,1976.0,300,M,6/24/2021,45.0,Campbell,95117
7612,ML81765890,SLD,1498 Hillsdale Avenue,,23,SAN JOSE,"$889,950","$845,000",DE,1288,3,2,,0.0,1961.0,,,10/18/2019,58.0,Cambrian,95118
7613,ML81837293,SLD,5276 Great Oaks Drive,,16,SAN JOSE,"$889,950","$990,000",DE,1944,5,3,,0.0,1968.0,,,5/24/2021,53.0,South San Jose,95111
7614,ML81859440,SLD,2653 Yerba Cliff Court,,9,SAN JOSE,"$889,950","$930,000",CO,1216,3,2,Y,2.0,1988.0,285,M,9/29/2021,33.0,Evergreen,95121
7615,ML81783013,SLD,3684 Larry Court,,16,SAN JOSE,"$889,950","$900,000",DE,1846,4,2,Y,2.0,1970.0,,,3/30/2020,50.0,South San Jose,95121
7616,40943055,SLD,1110 Zucchini Ter,,12,SAN JOSE,"$889,999","$956,000",CO,1342,2,2,Y,2.0,2012.0,194,M,5/25/2021,9.0,Santa Clara County,95133
7617,ML81807442,SLD,1472 Sierra Avenue,,23,SAN JOSE,"$889,999","$890,000",DE,1108,2,1,Y,2.0,1940.0,,,10/16/2020,80.0,Central San Jose,95126
7618,ML81746799,SLD,935 Tomlinson Lane,,17,SAN JOSE,"$889,999","$888,000",DE,1422,4,2,Y,2.0,2016.0,,,5/24/2019,3.0,Alum Rock,95116
7619,ML81784565,SLD,5954 Larkstone Loop,,46,SAN JOSE,"$889,999","$875,000",TH,2093,3,3,Y,2.0,2017.0,418,,5/29/2020,3.0,Santa Teresa,95123
7620,ML81776449,SLD,600 N 17th Street,,6,SAN JOSE,"$890,000","$890,000",DE,988,2,1,,0.0,1918.0,,,1/14/2020,101.0,Central San Jose,95112
7621,ML81824620,SLD,833 Basking Lane,,7,SAN JOSE,"$890,000","$960,000",TH,1705,3,2,Y,2.0,1999.0,375,M,2/5/2021,22.0,Santa Teresa,95138
7622,ML81853200,SLD,604 Pima Drive,,4,SAN JOSE,"$890,000","$1,010,000",DE,1347,3,2,Y,2.0,1963.0,,,8/12/2021,58.0,Blossom Valley,95123
7623,ML81817846,SLD,188 Marian Lane,,6,SAN JOSE,"$890,000","$880,000",DE,1984,4,2,Y,1.0,1947.0,,,12/9/2020,73.0,Alum Rock,95127
7624,ML81863168,SLD,107 Aberhaven Court,,7,SAN JOSE,"$890,000","$1,020,000",DE,1226,3,2,Y,2.0,1976.0,,,10/6/2021,45.0,South San Jose,95111
7625,ML81850508,SLD,682 Adagio Way,,12,SAN JOSE,"$890,000","$940,000",DE,1137,3,2,Y,2.0,1958.0,,,8/11/2021,63.0,South San Jose,95111
7626,ML81844354,SLD,1187 Peach Court,,14,SAN JOSE,"$890,000","$940,000",DE,915,3,1,,0.0,1910.0,,,7/23/2021,111.0,Central San Jose,95116
7627,ML81768683,SLD,214 Arbor Valley Court,,15,SAN JOSE,"$890,000","$880,000",DE,1575,4,2,Y,2.0,1969.0,,,11/12/2019,50.0,Santa Teresa,95119
7628,ML81797851,SLD,2707 Caron Court,,9,SAN JOSE,"$890,000","$865,000",DE,1594,4,2,Y,2.0,1978.0,,,8/7/2020,42.0,South San Jose,95121
7629,ML81729489,SLD,6988 Bolado Drive,,45,SAN JOSE,"$890,000","$878,000",DE,1508,5,2,Y,2.0,1970.0,,,1/9/2019,48.0,Santa Teresa,95119
7630,ML81747663,SLD,557 W Virginia Street,,0,SAN JOSE,"$890,000","$890,000",DE,2424,4,2,Y,2.0,1909.0,,,4/18/2019,110.0,Willow Glen,95125
7631,ML81759199,SLD,4864 Cherrythorne Lane,,16,SAN JOSE,"$890,000","$870,000",TH,950,2,1,Y,1.0,1975.0,360,,8/23/2019,44.0,Cupertino,95129
7632,ML81856747,SLD,1245 Sierra Village Place,,8,SAN JOSE,"$890,000","$1,100,000",TH,1556,3,2,Y,2.0,1983.0,394,M,9/7/2021,38.0,Berryessa,95132
7633,ML81751753,SLD,1285 N San Pedro Street,,14,SAN JOSE,"$890,000","$942,500",DE,1257,3,2,Y,1.0,1947.0,,,7/3/2019,72.0,Central San Jose,95110
7634,ML81860578,SLD,1205 Forrestal Avenue,,1,SAN JOSE,"$890,000","$950,000",DE,1362,3,1,Y,2.0,1948.0,,,9/10/2021,73.0,Central San Jose,95110
7635,40955466,SLD,151 Yasou Demas Way,,6,SAN JOSE,"$890,000","$920,000",TH,1318,3,3,Y,1.0,1996.0,341,M,7/22/2021,25.0,Santa Clara County,95119
7636,ML81806279,SLD,918 Farrar Court,,7,SAN JOSE,"$890,000","$952,000",TH,1712,3,2,Y,2.0,1999.0,337,,9/22/2020,21.0,Blossom Valley,95125
7637,ML81842756,SLD,1916 Edgefort Court,,0,SAN JOSE,"$890,000","$920,000",DE,1241,3,2,Y,2.0,1980.0,,,5/7/2021,41.0,Evergreen,95122
7638,ML81853033,SLD,2829 Buena Knoll Court,,3,SAN JOSE,"$890,000","$1,025,500",TH,1216,3,2,Y,2.0,1988.0,285,M,8/13/2021,33.0,Evergreen,95121
7639,40946974,SLD,2243 Lusardi Dr,,6,SAN JOSE,"$890,000","$960,000",DE,1061,3,2,Y,1.0,1985.0,76,M,6/4/2021,36.0,Santa Clara County,95148
7640,ML81738219,SLD,299 Rayos Del Sol Drive,,87,SAN JOSE,"$890,000","$875,000",DE,2196,4,2,Y,2.0,2006.0,110,M,6/25/2019,13.0,Central San Jose,95116
7641,SF482393,SLD,1038 Polk Lane,,38,SAN JOSE,"$890,000","$930,000",CO,1278,3,2,,,1972.0,320,,4/30/2019,,Campbell,95117
7642,ML81743227,SLD,1038 Polk Lane,,27,SAN JOSE,"$890,000","$930,000",TH,1278,3,2,Y,2.0,1972.0,320,,5/3/2019,47.0,Campbell,95117
7643,40945147,SLD,532 S 22Nd St,,6,SAN JOSE,"$890,028","$890,028",TH,1444,3,3,Y,2.0,2014.0,247,M,5/21/2021,7.0,Santa Clara County,95116
7644,ML81761108,SLD,2066 Pleasant Crest Court,,6,SAN JOSE,"$890,888","$915,000",DE,1532,3,2,Y,2.0,1982.0,,,8/30/2019,37.0,Alum Rock,95148
7645,ML81854981,SLD,1391 Bal Harbor Way,,27,SAN JOSE,"$890,999","$880,000",DE,1381,4,2,,0.0,1959.0,,,9/30/2021,62.0,Alum Rock,95122
7646,ML81824129,SLD,2881 Meridian Avenue,356,0,SAN JOSE,"$892,500","$892,500",CO,1590,2,2,Y,2.0,2007.0,513,M,12/28/2020,13.0,Willow Glen,95124
7647,ML81732232,SLD,2003 Autumn Gold Drive,,9,SAN JOSE,"$892,888","$928,888",DE,1041,3,2,Y,2.0,1974.0,,,2/28/2019,44.0,Berryessa,95131
7648,40914221,SLD,14855 McVay Ave.,,3,SAN JOSE,"$893,888","$915,000",DE,1230,3,2,Y,2.0,1960.0,,,9/11/2020,60.0,Santa Clara County,95127
7649,ML81803204,SLD,14855 McVay,,3,SAN JOSE,"$893,888","$915,000",DE,1230,3,2,Y,2.0,1960.0,,,9/11/2020,60.0,Alum Rock,95127
7650,ML81742248,SLD,2773 Ferrara Circle,,14,SAN JOSE,"$894,950","$870,000",TH,1856,3,3,Y,2.0,2015.0,180,,4/9/2019,4.0,South San Jose,95111
7651,ML81854157,SLD,1626 Pearson Court,,4,SAN JOSE,"$894,999","$898,888",DE,1204,3,2,Y,2.0,1962.0,,,9/16/2021,59.0,South San Jose,95122
7652,ML81777678,SLD,168 Weber Street,,3,SAN JOSE,"$895,000","$916,000",DE,1811,5,2,Y,2.0,1999.0,50,,1/22/2020,20.0,South San Jose,95111
7653,40901291,SLD,1560 Alisal Ave,,1,SAN JOSE,"$895,000","$1,000,000",DE,1628,4,3,Y,2.0,1963.0,,,4/17/2020,57.0,Santa Clara County,95125
7654,ML81746347,SLD,1484 Triborough Lane,,123,SAN JOSE,"$895,000","$875,000",TH,1310,3,2,Y,2.0,1977.0,360,,8/15/2019,42.0,Central San Jose,95126
7655,ML81791923,SLD,1507 Clayton Road,,7,SAN JOSE,"$895,000","$907,000",DE,1450,2,1,,0.0,1945.0,,,6/12/2020,75.0,Alum Rock,95127
7656,ML81770155,SLD,372 Bonita Avenue,,35,SAN JOSE,"$895,000","$880,000",DE,2196,4,2,Y,2.0,2006.0,130,,11/29/2019,13.0,South San Jose,95116
7657,ML81800140,SLD,270 Sorrento Way,,6,SAN JOSE,"$895,000","$915,000",DE,1472,3,2,Y,2.0,1966.0,,,8/21/2020,54.0,Santa Teresa,95119
7658,ML81775560,SLD,2554 Glenrio Drive,,13,SAN JOSE,"$895,000","$843,000",DE,1296,3,2,Y,2.0,1965.0,,,12/31/2019,54.0,Evergreen,95121
7659,ML81743143,SLD,785 Stardust Lane,,7,SAN JOSE,"$895,000","$920,000",DE,1306,3,2,Y,2.0,1973.0,,,4/25/2019,46.0,Blossom Valley,95123
7660,ML81739862,SLD,2974 Plumstead Way,,11,SAN JOSE,"$895,000","$895,000",DE,1580,3,2,Y,2.0,1972.0,,,4/4/2019,47.0,Evergreen,95148
7661,ML81844814,SLD,1141 Holly Oak Circle,,3,SAN JOSE,"$895,000","$980,000",DE,1299,2,2,Y,2.0,1975.0,564,M,7/14/2021,46.0,Almaden Valley,95120
7662,ML81852595,SLD,4170 Blackford Circle,,2,SAN JOSE,"$895,000","$927,000",CO,1032,2,2,Y,1.0,1984.0,400,M,8/30/2021,37.0,Campbell,95117
7663,ML81740339,SLD,1206 Caspian Sea Drive,,7,SAN JOSE,"$895,000","$960,000",TH,1470,3,2,Y,2.0,1977.0,360,,4/4/2019,42.0,Central San Jose,95126
7664,ML81819568,SLD,36 S 15th Street,,35,SAN JOSE,"$895,000","$950,000",DE,1371,3,2,Y,3.0,1904.0,,,12/29/2020,116.0,Central San Jose,95112
7665,ML81838439,SLD,3435 Vittoria Pl,2,31,SAN JOSE,"$895,000","$950,000",TH,1750,3,2,Y,2.0,2003.0,232,M,6/4/2021,18.0,South San Jose,95136
7666,ML81781139,SLD,605 Adeline Avenue,,13,SAN JOSE,"$895,000","$850,000",TH,1777,2,2,Y,2.0,2005.0,220,,3/24/2020,15.0,South San Jose,95136
7667,ML81786551,SLD,2732 Peridot Drive,,36,SAN JOSE,"$895,000","$890,000",DE,1284,3,2,Y,2.0,1972.0,,,5/19/2020,48.0,Berryessa,95132
7668,ML81772213,SLD,1133 Cook Street,,5,SAN JOSE,"$895,000","$910,000",DE,1034,2,2,Y,1.0,1924.0,,,11/4/2019,95.0,Santa Clara,95126
7669,ML81732814,SLD,676 Harrison Terrace,8,33,SAN JOSE,"$895,000","$885,000",TH,1835,4,4,Y,2.0,2007.0,340,,2/1/2019,11.0,Willow Glen,95125
7670,ML81807961,SLD,202 Vineyard Drive,,6,SAN JOSE,"$895,000","$965,000",DE,1308,4,2,Y,2.0,1970.0,,,10/23/2020,50.0,Santa Teresa,95119
7671,40869604,SLD,2974 Rossmore Ln,,38,SAN JOSE,"$895,000","$870,000",DE,1320,3,2,Y,2.0,1968.0,,,8/7/2019,51.0,Santa Clara County,95148
7672,ML81736211,SLD,349 Esfahan Court,,40,SAN JOSE,"$895,000","$880,000",TH,1724,3,2,Y,2.0,2011.0,208,,3/22/2019,8.0,South San Jose,95111
7673,ML81747558,SLD,749 E Taylor Street,,99,SAN JOSE,"$895,000","$815,000",DE,1210,2,1,Y,1.0,1915.0,,,8/28/2019,104.0,Central San Jose,95112
7674,ML81761446,SLD,14960 Joanne Avenue,,18,SAN JOSE,"$895,000","$890,000",DE,1164,3,1,Y,4.0,1953.0,,,9/9/2019,66.0,Berryessa,95127
7675,ML81833387,SLD,494 White Chapel Avenue,,9,SAN JOSE,"$895,000","$875,000",CO,1690,3,3,Y,2.0,2000.0,275,M,5/10/2021,21.0,South San Jose,95136
7676,ML81732231,SLD,92 Dearwell Way,,14,SAN JOSE,"$895,000","$875,000",DE,1310,3,2,Y,2.0,1981.0,,,1/15/2019,37.0,Santa Teresa,95138
7677,ML81809851,SLD,275 Curie Drive,,6,SAN JOSE,"$895,000","$935,000",DE,1137,3,2,Y,2.0,1970.0,,,10/13/2020,50.0,Santa Teresa,95119
7678,ML81772754,SLD,3247 Brigadoon Way,,7,SAN JOSE,"$895,000","$895,000",DE,1323,3,2,Y,2.0,1981.0,,,11/21/2019,38.0,Evergreen,95121
7679,ML81826015,SLD,107 N 27th Street,,47,SAN JOSE,"$895,000","$875,000",DE,810,2,1,Y,6.0,1905.0,,,4/2/2021,116.0,Central San Jose,95116
7680,ML81734749,SLD,130 E San Fernando Street,417,4,SAN JOSE,"$895,000","$895,000",CO,1640,2,2,Y,2.0,1998.0,689,,1/28/2019,21.0,Central San Jose,95112
7681,ML81813882,SLD,1052 Newhall Street,,46,SAN JOSE,"$895,000","$850,000",DE,724,2,1,Y,1.0,1924.0,,,12/18/2020,96.0,Santa Clara,95126
7682,40847675,SLD,2738 Goble Ln,3,36,SAN JOSE,"$895,000","$842,600",TH,1848,3,3,Y,2.0,2016.0,195,M,2/14/2019,3.0,Santa Clara County,95111
7683,ML81790417,SLD,351 Leigh Avenue,,47,SAN JOSE,"$895,000","$850,000",DE,1150,3,2,Y,2.0,1987.0,,,7/13/2020,33.0,Central San Jose,95128
7684,ML81802813,SLD,1555 Rebel Way,,26,SAN JOSE,"$895,000","$930,000",DE,1100,3,2,Y,2.0,1961.0,,,9/21/2020,59.0,Cambrian,95118
7685,ML81811497,SLD,6035 Admiralty Place,,7,SAN JOSE,"$895,000","$975,000",DE,1328,3,2,Y,1.0,1994.0,117,M,10/15/2020,26.0,Blossom Valley,95123
7686,ML81844080,SLD,4066 Holly Drive,,9,SAN JOSE,"$895,000","$950,000",DE,1141,2,1,Y,1.0,1947.0,,,7/21/2021,74.0,Berryessa,95127
7687,SF421523757,SLD,3104 Arcola Court,,4,SAN JOSE,"$895,000","$1,088,000",DE,1327,3,2,,0.0,1983.0,,,3/31/2021,38.0,San Jose,95148
7688,ME19029300,SLD,652 Perkins Court,,18,SAN JOSE,"$895,000","$910,000",DE,1554,4,2,,2.0,1973.0,,,6/25/2019,48.0,Berryessa,95127 1553
7689,ML81749490,SLD,652 Perkins Court,,18,SAN JOSE,"$895,000","$910,000",DE,1554,4,2,Y,2.0,1973.0,,,6/25/2019,46.0,Berryessa,95127
7690,ME221088977,SLD,2248 Poplar Drive,,9,SAN JOSE,"$895,000","$950,000",DE,1283,4,2,,2.0,1965.0,,,9/24/2021,56.0,Alum Rock,95122
7691,ML81730861,SLD,2738 Goble Lane,3,63,SAN JOSE,"$895,000","$842,500",TH,1848,3,3,Y,2.0,2016.0,195,M,2/14/2019,2.0,South San Jose,95111
7692,ML81774186,SLD,5277 Running Bear Drive,,18,SAN JOSE,"$895,888","$927,000",DE,1525,3,3,Y,2.0,1977.0,,,12/18/2019,42.0,Blossom Valley,95136
7693,ML81739536,SLD,209 Siderno Court,,48,SAN JOSE,"$896,000","$888,000",TH,1856,3,3,Y,2.0,2015.0,236,,5/8/2019,4.0,South San Jose,95111
7694,ML81744394,SLD,56 Southmar Court,,10,SAN JOSE,"$896,950","$900,000",DE,1355,4,2,Y,2.0,1982.0,,,4/24/2019,37.0,Santa Teresa,95138
7695,ML81834100,SLD,1966 Brater Court,,7,SAN JOSE,"$898,000","$1,100,000",DE,846,2,1,Y,2.0,1971.0,,,4/19/2021,50.0,Berryessa,95131
7696,ML81819027,SLD,1903 Potrero Drive,,5,SAN JOSE,"$898,000","$953,000",DE,930,3,1,Y,1.0,1952.0,,,12/18/2020,68.0,Willow Glen,95124
7697,ML81777379,SLD,2172 Pettigrew Drive,,0,SAN JOSE,"$898,000","$870,000",DE,1645,3,2,Y,2.0,1998.0,130,,12/13/2019,21.0,Evergreen,95148
7698,ML81832127,SLD,340 Bautista Place,,6,SAN JOSE,"$898,000","$885,000",TH,1335,2,2,Y,1.0,2008.0,276,M,3/30/2021,13.0,Central San Jose,95126
7699,ML81776244,SLD,6093 Calle De Amor,,53,SAN JOSE,"$898,000","$925,000",TH,1490,2,2,Y,2.0,1977.0,420,,2/20/2020,42.0,Cambrian,95124
7700,ML81842308,SLD,111 E Hedding Street,,9,SAN JOSE,"$898,000","$918,000",DE,1043,2,1,Y,2.0,1936.0,,,6/3/2021,85.0,Central San Jose,95112
7701,ML81746989,SLD,2920 S White Road,,15,SAN JOSE,"$898,000","$1,075,000",DE,1560,4,2,Y,2.0,1976.0,,,5/31/2019,43.0,Evergreen,95148
7702,ML81765648,SLD,1284 Copper Peak Lane,,137,SAN JOSE,"$898,000","$910,000",TH,1155,3,2,Y,2.0,1986.0,417,,1/31/2020,33.0,Almaden Valley,95120
7703,ML81812354,SLD,2988 Grassina Street,419,49,SAN JOSE,"$898,000","$895,000",CO,1596,3,2,Y,2.0,2006.0,504,M,2/19/2021,14.0,South San Jose,95136
7704,ML81762982,SLD,2962 Remington Way,,10,SAN JOSE,"$898,000","$975,000",DE,1463,3,2,Y,2.0,1967.0,,,9/12/2019,52.0,Evergreen,95148
7705,ML81760788,SLD,2073 Morrill Avenue,,48,SAN JOSE,"$898,000","$880,000",DE,1361,4,2,Y,2.0,1964.0,225,,9/17/2019,55.0,Berryessa,95132
7706,ML81734292,SLD,561 N 17th Street,,26,SAN JOSE,"$898,000","$855,000",DE,1480,3,2,Y,2.0,1946.0,,,3/4/2019,73.0,Central San Jose,95112
7707,ML81799904,SLD,2926 S White Road,,10,SAN JOSE,"$898,000","$1,110,000",DE,1430,3,2,Y,2.0,1976.0,,,8/7/2020,44.0,Evergreen,95148
7708,ML81816017,SLD,6838 Endmoor Drive,,6,SAN JOSE,"$898,000","$960,000",DE,1014,3,2,Y,2.0,1972.0,,,12/14/2020,48.0,Santa Teresa,95119
7709,ML81797035,SLD,1391 Sunnycrest Circle,,7,SAN JOSE,"$898,000","$950,000",DE,1350,4,2,Y,2.0,1979.0,,,8/13/2020,41.0,South San Jose,95122
7710,ML81854385,SLD,3386 Brodie Drive,,7,SAN JOSE,"$898,000","$980,000",DE,1346,3,2,Y,2.0,1976.0,,,9/17/2021,45.0,South San Jose,95111
7711,ML81852738,SLD,1874 Sarasota Way,,12,SAN JOSE,"$898,000","$915,000",DE,1306,4,3,,0.0,1959.0,,,8/16/2021,62.0,Alum Rock,95122
7712,ML81804343,SLD,805 Font Terrace,,5,SAN JOSE,"$898,000","$900,000",CO,1343,2,2,Y,2.0,2009.0,276,,9/9/2020,11.0,Central San Jose,95126
7713,ML81755305,SLD,2409 Ohara Court,,12,SAN JOSE,"$898,000","$825,000",DE,1204,3,2,Y,2.0,1976.0,,,7/12/2019,43.0,Berryessa,95133
7714,ML81806730,SLD,1832 Loch Ness Way,,7,SAN JOSE,"$898,000","$920,000",DE,1450,4,2,Y,2.0,1970.0,,,9/28/2020,50.0,Evergreen,95121
7715,ML81752552,SLD,1773 Branham Lane,,12,SAN JOSE,"$898,000","$1,015,000",DE,1346,4,2,Y,2.0,1956.0,,,6/7/2019,63.0,Cambrian,95124
7716,ML81826919,SLD,431 N 18th Street,,11,SAN JOSE,"$898,000","$988,000",DE,1395,2,2,,0.0,1940.0,,,3/3/2021,81.0,Central San Jose,95112
7717,ML81737757,SLD,2249 Hikido Drive,,8,SAN JOSE,"$898,000","$901,000",DE,1305,3,2,Y,2.0,1971.0,,,3/15/2019,48.0,Berryessa,95131
7718,ML81841387,SLD,964 Chapel Hill Way,,4,SAN JOSE,"$898,000","$1,135,000",DE,1839,6,2,Y,2.0,1977.0,,,6/24/2021,44.0,South San Jose,95122
7719,ML81843846,SLD,2907 SUNBURST Drive,,8,SAN JOSE,"$898,000","$985,000",DE,1724,5,2,Y,2.0,1976.0,,,6/28/2021,45.0,South San Jose,95111
7720,ML81761265,SLD,5637 Enning Avenue,,24,SAN JOSE,"$898,000","$899,000",DE,1342,4,2,Y,2.0,1965.0,,,8/30/2019,54.0,Blossom Valley,95123
7721,ML81790051,SLD,1318 SIPPOLA Way,,8,SAN JOSE,"$898,000","$900,000",DE,1207,4,2,Y,2.0,1981.0,,,6/1/2020,39.0,South San Jose,95121
7722,ML81769874,SLD,4583 Sidlaw Court,,8,SAN JOSE,"$898,000","$925,000",DE,1330,3,2,Y,2.0,1976.0,,,11/1/2019,43.0,Blossom Valley,95136
7723,ML81812306,SLD,6980 Sessions Drive,,9,SAN JOSE,"$898,000","$938,000",DE,1401,3,2,Y,2.0,1980.0,,,11/2/2020,40.0,Santa Teresa,95119
7724,ML81795017,SLD,1468 Millich Lane,,7,SAN JOSE,"$898,000","$890,000",CO,1056,2,2,Y,2.0,1972.0,273,,7/10/2020,48.0,Campbell,95117
7725,ML81736229,SLD,750 Azule Avenue,,16,SAN JOSE,"$898,000","$875,000",DE,1480,3,2,Y,2.0,1968.0,,,2/21/2019,51.0,Blossom Valley,95123
7726,ML81779927,SLD,1390 Saddle Rack Street,310,5,SAN JOSE,"$898,000","$910,000",CO,1407,3,2,Y,2.0,2004.0,449,,2/25/2020,16.0,Central San Jose,95126
7727,ML81809906,SLD,1652 Tawnygate Way,,7,SAN JOSE,"$898,000","$910,000",DE,925,2,1,Y,2.0,1971.0,75,,10/13/2020,49.0,Cambrian,95124
